-------------------------------------------------------------------------------
Unless stated otherwise, all data in the OATH Dataset is licensed under a
<a href="https://creativecommons.org/licenses/by/4.0/">Creative Commons 4.0 
Attribution License (CC BY 4.0)</a> and the accompanying source code is 
licensed under a <a href="https://opensource.org/licenses/BSD-2-Clause">
BSD-2-Clause License</a>.
In particular, all actual image data included in the tarball are modified from 
the <a href="https://www.nasa.gov/mission_pages/themis/spacecraft/asi.html">
THEMIS all-sky imagers </a>.

We thank H. Frey for giving us permission to include these data.
Copyright for these data remains with NASA.

We acknowledge NASA contract NAS5-02099 and V. Angelopoulos for use of data 
from the THEMIS Mission. Specifically: S. Mende and E. Donovan for use of the
ASI data, the CSA for logistical support in fielding and data retrieval from
the GBO stations, and NSF for support of GIMNAST through grant AGS-1004736.
-------------------------------------------------------------------------------
class2,class6,picNum,picType,rotAng
1,3,00996,cloudy,188
1,3,00997,cloudy,030
1,3,00998,cloudy,064
1,3,00999,cloudy,054
1,3,01000,cloudy,093
1,3,01001,cloudy,249
1,3,01002,cloudy,230
1,3,01003,cloudy,090
1,3,01004,cloudy,027
1,3,01005,cloudy,102
1,3,01006,cloudy,158
1,3,01007,cloudy,346
1,3,01008,cloudy,174
1,3,01009,cloudy,071
1,3,01010,cloudy,211
1,3,01011,cloudy,049
1,3,01012,cloudy,164
1,3,01013,cloudy,133
1,3,01014,cloudy,215
1,3,01015,cloudy,304
1,3,01016,cloudy,091
1,3,01017,cloudy,053
1,3,01018,cloudy,053
1,3,01019,cloudy,199
1,3,01020,cloudy,261
1,3,01021,cloudy,099
1,3,01022,cloudy,036
1,3,01023,cloudy,091
1,3,01024,cloudy,293
1,3,01025,cloudy,240
1,3,01026,cloudy,224
1,3,01027,cloudy,110
1,3,01028,cloudy,341
1,3,01029,cloudy,247
1,3,01030,cloudy,108
1,3,01031,cloudy,163
1,3,01032,cloudy,122
1,3,01033,cloudy,229
1,3,01034,cloudy,270
1,3,01035,cloudy,150
1,3,01036,cloudy,057
1,3,01037,cloudy,105
1,3,01038,cloudy,116
1,3,01039,cloudy,282
1,3,01040,cloudy,283
1,3,01041,cloudy,294
1,3,01042,cloudy,164
1,3,01043,cloudy,079
1,3,01044,cloudy,060
1,3,01045,cloudy,329
1,3,01046,cloudy,222
1,3,01047,cloudy,298
1,3,01048,cloudy,110
1,3,01049,cloudy,211
1,3,01050,cloudy,358
1,3,01051,cloudy,257
1,3,01052,cloudy,318
1,3,01053,cloudy,149
1,3,01054,cloudy,349
1,3,01055,cloudy,023
1,3,01056,cloudy,333
1,3,01057,cloudy,187
1,3,01058,cloudy,161
1,3,01059,cloudy,088
1,3,01060,cloudy,206
1,3,01061,cloudy,178
1,3,01062,cloudy,340
1,3,01063,cloudy,330
1,3,01064,cloudy,195
1,3,01065,cloudy,086
1,3,01066,cloudy,273
1,3,01067,cloudy,159
1,3,01068,cloudy,287
1,3,01069,cloudy,043
1,3,01070,cloudy,229
1,3,01071,cloudy,102
1,3,01072,cloudy,096
1,3,01073,cloudy,024
1,3,01074,cloudy,028
1,3,01075,cloudy,113
1,3,01076,cloudy,134
1,3,01077,cloudy,214
1,3,01078,cloudy,096
1,3,01079,cloudy,099
1,3,01080,cloudy,078
1,3,01081,cloudy,156
1,3,01082,cloudy,005
1,3,01083,cloudy,314
1,3,01084,cloudy,157
1,3,01085,cloudy,263
1,3,01086,cloudy,084
1,3,01087,cloudy,175
1,3,01088,cloudy,260
1,3,01089,cloudy,256
1,3,01090,cloudy,316
1,3,01091,cloudy,179
1,3,01092,cloudy,040
1,3,01093,cloudy,007
1,3,01094,cloudy,039
1,3,01095,cloudy,153
1,3,01096,cloudy,338
1,3,01097,cloudy,039
1,3,01098,cloudy,033
1,3,01099,cloudy,150
1,3,01100,cloudy,234
1,3,01101,cloudy,132
1,3,01102,cloudy,241
1,3,01103,cloudy,083
1,5,01104,noaurora,136
1,5,01105,noaurora,315
1,5,01106,noaurora,126
1,5,01107,noaurora,167
1,5,01108,noaurora,291
0,2,01109,discrete,097
0,2,01110,discrete,039
0,2,01111,discrete,036
0,2,01112,discrete,172
0,2,01113,discrete,178
0,2,01114,discrete,292
0,2,01115,discrete,146
0,2,01116,discrete,006
0,1,01117,diffuse,252
0,1,01118,diffuse,301
0,1,01119,diffuse,231
0,1,01120,diffuse,275
0,1,01121,diffuse,113
0,1,01122,diffuse,207
0,2,01123,discrete,222
0,1,01124,diffuse,201
0,1,01125,diffuse,280
0,2,01126,discrete,159
0,2,01127,discrete,254
0,2,01128,discrete,093
0,2,01129,discrete,013
0,2,01130,discrete,222
0,2,01131,discrete,270
0,2,01132,discrete,029
0,2,01133,discrete,356
0,2,01134,discrete,103
0,2,01135,discrete,082
0,2,01136,discrete,291
0,2,01137,discrete,248
0,2,01138,discrete,147
0,2,01139,discrete,318
0,2,01140,discrete,063
0,2,01141,discrete,131
0,2,01142,discrete,004
0,2,01143,discrete,143
0,2,01144,discrete,281
0,2,01145,discrete,041
0,2,01146,discrete,258
0,2,01147,discrete,187
0,2,01148,discrete,030
0,2,01149,discrete,358
0,2,01150,discrete,149
0,2,01151,discrete,032
0,2,01152,discrete,034
0,2,01153,discrete,310
0,2,01154,discrete,162
0,2,01155,discrete,018
0,2,01156,discrete,133
0,2,01157,discrete,230
0,2,01158,discrete,022
0,2,01159,discrete,321
0,2,01160,discrete,158
0,2,01161,discrete,258
0,2,01162,discrete,298
0,2,01163,discrete,327
0,2,01164,discrete,045
0,2,01165,discrete,201
0,2,01166,discrete,298
0,2,01167,discrete,343
0,2,01168,discrete,014
0,2,01169,discrete,290
0,2,01170,discrete,109
0,2,01171,discrete,253
0,2,01172,discrete,231
0,2,01173,discrete,110
0,2,01174,discrete,111
0,2,01175,discrete,315
0,2,01176,discrete,163
0,2,01177,discrete,061
0,2,01178,discrete,184
0,2,01179,discrete,169
0,2,01180,discrete,201
0,2,01181,discrete,232
0,2,01182,discrete,228
0,2,01183,discrete,255
0,2,01184,discrete,316
0,2,01185,discrete,150
0,2,01186,discrete,274
0,2,01187,discrete,043
0,2,01188,discrete,305
0,2,01189,discrete,047
0,2,01190,discrete,127
0,2,01191,discrete,104
0,2,01192,discrete,067
0,2,01193,discrete,164
0,2,01194,discrete,081
0,2,01195,discrete,035
0,2,01196,discrete,294
0,2,01197,discrete,203
0,2,01198,discrete,047
0,2,01199,discrete,043
0,1,01200,diffuse,278
0,1,01201,diffuse,318
0,1,01202,diffuse,323
0,1,01203,diffuse,240
0,2,01204,discrete,081
0,2,01205,discrete,187
0,1,01206,diffuse,149
0,1,01207,diffuse,090
0,2,01208,discrete,055
0,2,01209,discrete,255
0,2,01210,discrete,287
0,2,01211,discrete,252
0,2,01212,discrete,013
0,2,01213,discrete,051
0,2,01214,discrete,170
0,2,01215,discrete,024
0,2,01216,discrete,106
0,2,01217,discrete,132
0,2,01218,discrete,086
0,2,01219,discrete,332
0,2,01220,discrete,255
0,2,01221,discrete,266
0,2,01222,discrete,122
0,2,01223,discrete,111
0,2,01224,discrete,052
0,2,01225,discrete,283
0,1,01226,diffuse,066
0,1,01227,diffuse,290
0,1,01228,diffuse,136
0,1,01229,diffuse,315
0,1,01230,diffuse,126
0,1,01231,diffuse,167
0,1,01232,diffuse,291
0,1,01233,diffuse,255
0,2,01234,discrete,302
0,2,01235,discrete,342
0,2,01236,discrete,277
0,2,01237,discrete,270
0,2,01238,discrete,017
0,2,01239,discrete,075
0,2,01240,discrete,290
0,2,01241,discrete,105
0,2,01242,discrete,238
0,2,01243,discrete,253
0,2,01244,discrete,039
0,2,01245,discrete,095
0,2,01246,discrete,006
0,2,01247,discrete,077
0,2,01248,discrete,028
0,2,01249,discrete,341
0,2,01250,discrete,020
0,2,01251,discrete,225
0,2,01252,discrete,299
0,2,01253,discrete,074
0,2,01254,discrete,318
0,2,01255,discrete,309
1,3,01256,cloudy,250
1,3,01257,cloudy,050
1,3,01258,cloudy,074
1,3,01259,cloudy,146
1,3,01260,cloudy,043
1,3,01261,cloudy,214
1,3,01262,cloudy,289
1,3,01263,cloudy,074
1,3,01264,cloudy,211
1,3,01265,cloudy,271
1,3,01266,cloudy,158
1,3,01267,cloudy,282
1,3,01268,cloudy,031
1,3,01269,cloudy,265
1,3,01270,cloudy,213
1,3,01271,cloudy,121
1,3,01272,cloudy,105
1,3,01273,cloudy,322
1,3,01274,cloudy,022
1,3,01275,cloudy,132
1,3,01276,cloudy,072
1,3,01277,cloudy,183
1,3,01278,cloudy,175
1,3,01279,cloudy,111
1,3,01280,cloudy,077
1,3,01281,cloudy,266
1,3,01282,cloudy,135
1,3,01283,cloudy,240
1,3,01284,cloudy,262
1,3,01285,cloudy,019
1,3,01286,cloudy,066
1,3,01287,cloudy,240
1,3,01288,cloudy,252
1,3,01289,cloudy,330
1,3,01290,cloudy,306
1,3,01291,cloudy,178
1,3,01292,cloudy,077
1,3,01293,cloudy,319
1,3,01294,cloudy,304
1,3,01295,cloudy,339
1,3,01296,cloudy,236
1,3,01297,cloudy,011
1,3,01298,cloudy,024
1,3,01299,cloudy,136
1,3,01300,cloudy,008
1,3,01301,cloudy,116
1,3,01302,cloudy,105
1,3,01303,cloudy,114
1,3,01304,cloudy,245
1,3,01305,cloudy,090
1,3,01306,cloudy,122
1,3,01307,cloudy,293
1,3,01308,cloudy,272
1,3,01309,cloudy,313
1,3,01310,cloudy,343
1,3,01311,cloudy,294
1,3,01312,cloudy,131
1,3,01313,cloudy,057
1,3,01314,cloudy,332
1,3,01315,cloudy,325
1,3,01316,cloudy,172
1,3,01317,cloudy,128
1,3,01318,cloudy,335
1,3,01319,cloudy,086
1,3,01320,cloudy,194
1,3,01321,cloudy,060
1,3,01322,cloudy,212
1,3,01323,cloudy,063
1,3,01324,cloudy,349
1,3,01325,cloudy,142
1,3,01326,cloudy,252
1,3,01327,cloudy,301
1,3,01328,cloudy,231
1,3,01329,cloudy,275
1,3,01330,cloudy,113
1,3,01331,cloudy,207
1,3,01332,cloudy,201
1,3,01333,cloudy,280
1,3,01334,cloudy,278
1,3,01335,cloudy,318
1,3,01336,cloudy,323
1,3,01337,cloudy,240
1,3,01338,cloudy,149
1,3,01339,cloudy,090
1,3,01340,cloudy,066
1,3,01341,cloudy,290
1,5,01342,noaurora,255
1,5,01343,noaurora,311
1,5,01344,noaurora,151
1,5,01345,noaurora,271
1,5,01346,noaurora,038
1,5,01347,noaurora,248
1,5,01348,noaurora,008
1,5,01349,noaurora,211
1,5,01350,noaurora,231
1,5,01351,noaurora,018
1,5,01352,noaurora,114
1,5,01353,noaurora,004
1,5,01354,noaurora,247
1,5,01355,noaurora,077
1,5,01356,noaurora,333
1,5,01357,noaurora,011
1,5,01358,noaurora,289
1,5,01359,noaurora,004
1,5,01360,noaurora,311
1,5,01361,noaurora,235
1,5,01362,noaurora,188
1,5,01363,noaurora,306
1,5,01364,noaurora,200
1,5,01365,noaurora,128
1,5,01366,noaurora,168
1,5,01367,noaurora,351
1,5,01368,noaurora,218
1,5,01369,noaurora,130
1,5,01370,noaurora,163
1,5,01371,noaurora,332
1,5,01372,noaurora,028
1,5,01373,noaurora,104
1,5,01374,noaurora,034
1,5,01375,noaurora,330
1,5,01376,noaurora,076
1,5,01377,noaurora,342
1,5,01378,noaurora,249
1,5,01379,noaurora,075
1,5,01380,noaurora,033
1,5,01381,noaurora,008
1,5,01382,noaurora,291
1,5,01383,noaurora,306
1,5,01384,noaurora,305
1,5,01385,noaurora,006
1,5,01386,noaurora,118
1,5,01387,noaurora,272
1,5,01388,noaurora,201
1,5,01389,noaurora,097
1,5,01390,noaurora,039
1,5,01391,noaurora,036
1,5,01392,noaurora,172
1,5,01393,noaurora,178
1,5,01394,noaurora,292
1,5,01395,noaurora,146
1,5,01396,noaurora,006
1,5,01397,noaurora,222
1,5,01398,noaurora,159
1,5,01399,noaurora,254
1,5,01400,noaurora,093
1,5,01401,noaurora,013
1,5,01402,noaurora,222
1,5,01403,noaurora,270
1,5,01404,noaurora,029
1,5,01405,noaurora,356
1,5,01406,noaurora,103
1,5,01407,noaurora,082
1,5,01408,noaurora,291
1,5,01409,noaurora,248
1,5,01410,noaurora,147
1,5,01411,noaurora,318
1,5,01412,noaurora,063
1,5,01413,noaurora,131
1,5,01414,noaurora,004
0,0,01415,arc,146
0,0,01416,arc,043
0,0,01417,arc,214
0,0,01418,arc,289
0,0,01419,arc,074
0,0,01420,arc,211
0,0,01421,arc,271
0,2,01422,discrete,161
0,2,01423,discrete,162
0,2,01424,discrete,159
0,2,01425,discrete,149
0,2,01426,discrete,177
0,2,01427,discrete,063
0,2,01428,discrete,193
0,2,01429,discrete,200
0,2,01430,discrete,200
0,2,01431,discrete,291
0,2,01432,discrete,348
0,2,01433,discrete,154
0,2,01434,discrete,144
0,2,01435,discrete,022
0,2,01436,discrete,316
0,2,01437,discrete,117
0,2,01438,discrete,152
0,2,01439,discrete,177
0,2,01440,discrete,143
0,2,01441,discrete,073
0,2,01442,discrete,112
0,2,01443,discrete,137
0,2,01444,discrete,236
0,2,01445,discrete,202
0,2,01446,discrete,250
0,2,01447,discrete,116
0,2,01448,discrete,014
0,2,01449,discrete,182
0,2,01450,discrete,115
0,2,01451,discrete,201
0,2,01452,discrete,252
0,2,01453,discrete,175
0,2,01454,discrete,263
0,2,01455,discrete,213
0,2,01456,discrete,021
0,2,01457,discrete,267
0,2,01458,discrete,298
0,2,01459,discrete,068
0,2,01460,discrete,103
0,2,01461,discrete,185
0,2,01462,discrete,358
0,2,01463,discrete,092
0,2,01464,discrete,188
0,2,01465,discrete,350
0,2,01466,discrete,168
0,2,01467,discrete,046
0,2,01468,discrete,149
0,2,01469,discrete,086
0,2,01470,discrete,265
0,2,01471,discrete,209
0,2,01472,discrete,117
0,2,01473,discrete,040
0,2,01474,discrete,246
0,2,01475,discrete,100
0,2,01476,discrete,221
0,2,01477,discrete,017
0,2,01478,discrete,015
0,2,01479,discrete,310
0,2,01480,discrete,327
0,2,01481,discrete,262
0,2,01482,discrete,284
0,1,01483,diffuse,311
0,2,01484,discrete,072
0,2,01485,discrete,031
0,2,01486,discrete,031
0,1,01487,diffuse,151
0,1,01488,diffuse,271
0,1,01489,diffuse,038
0,1,01490,diffuse,248
0,1,01491,diffuse,008
0,1,01492,diffuse,211
0,2,01493,discrete,057
0,2,01494,discrete,044
0,2,01495,discrete,056
0,2,01496,discrete,336
0,2,01497,discrete,101
0,2,01498,discrete,224
0,2,01499,discrete,169
0,2,01500,discrete,077
0,2,01501,discrete,006
0,2,01502,discrete,269
0,2,01503,discrete,306
0,2,01504,discrete,201
0,2,01505,discrete,240
0,2,01506,discrete,352
0,2,01507,discrete,186
0,2,01508,discrete,142
0,2,01509,discrete,125
0,2,01510,discrete,234
0,2,01511,discrete,051
0,2,01512,discrete,246
0,2,01513,discrete,219
0,1,01514,diffuse,231
0,2,01515,discrete,027
0,2,01516,discrete,049
0,2,01517,discrete,081
0,2,01518,discrete,319
0,2,01519,discrete,178
0,2,01520,discrete,281
0,2,01521,discrete,014
1,3,01522,cloudy,136
1,3,01523,cloudy,315
1,3,01524,cloudy,126
1,3,01525,cloudy,167
1,3,01526,cloudy,291
1,3,01527,cloudy,255
1,3,01528,cloudy,311
1,3,01529,cloudy,151
1,3,01530,cloudy,271
1,3,01531,cloudy,038
1,3,01532,cloudy,248
1,3,01533,cloudy,008
1,3,01534,cloudy,211
1,3,01535,cloudy,231
1,3,01536,cloudy,018
1,3,01537,cloudy,114
1,3,01538,cloudy,004
1,3,01539,cloudy,247
1,3,01540,cloudy,077
1,3,01541,cloudy,333
1,3,01542,cloudy,011
1,3,01543,cloudy,289
1,3,01544,cloudy,004
1,3,01545,cloudy,311
1,3,01546,cloudy,235
1,3,01547,cloudy,188
1,3,01548,cloudy,306
1,3,01549,cloudy,200
1,3,01550,cloudy,128
1,3,01551,cloudy,168
1,3,01552,cloudy,351
1,3,01553,cloudy,218
1,3,01554,cloudy,130
0,1,01555,diffuse,018
0,1,01556,diffuse,114
0,1,01557,diffuse,004
0,1,01558,diffuse,247
0,1,01559,diffuse,077
0,1,01560,diffuse,333
0,1,01561,diffuse,011
0,1,01562,diffuse,289
0,1,01563,diffuse,004
0,1,01564,diffuse,311
0,1,01565,diffuse,235
0,1,01566,diffuse,188
0,1,01567,diffuse,306
0,1,01568,diffuse,200
0,1,01569,diffuse,128
0,1,01570,diffuse,168
0,1,01571,diffuse,351
0,1,01572,diffuse,218
0,1,01573,diffuse,130
0,1,01574,diffuse,163
0,1,01575,diffuse,332
0,1,01576,diffuse,028
0,1,01577,diffuse,104
0,1,01578,diffuse,034
0,1,01579,diffuse,330
0,1,01580,diffuse,076
0,1,01581,diffuse,342
0,1,01582,diffuse,249
0,1,01583,diffuse,075
0,1,01584,diffuse,033
0,1,01585,diffuse,008
0,0,01586,arc,158
0,0,01587,arc,282
0,0,01588,arc,031
0,0,01589,arc,265
0,0,01590,arc,213
0,0,01591,arc,121
0,0,01592,arc,105
0,0,01593,arc,322
0,0,01594,arc,022
0,0,01595,arc,132
0,0,01596,arc,072
0,2,01597,discrete,005
0,2,01598,discrete,013
0,2,01599,discrete,110
0,2,01600,discrete,151
0,1,01601,diffuse,291
0,1,01602,diffuse,306
0,1,01603,diffuse,305
0,1,01604,diffuse,006
0,1,01605,diffuse,118
0,1,01606,diffuse,272
0,1,01607,diffuse,201
0,1,01608,diffuse,097
0,1,01609,diffuse,039
0,1,01610,diffuse,036
0,1,01611,diffuse,172
0,0,01612,arc,183
0,0,01613,arc,175
0,0,01614,arc,111
0,0,01615,arc,077
0,0,01616,arc,266
0,2,01617,discrete,328
0,2,01618,discrete,288
0,2,01619,discrete,284
0,2,01620,discrete,244
0,2,01621,discrete,147
0,2,01622,discrete,123
0,2,01623,discrete,124
0,2,01624,discrete,318
0,1,01625,diffuse,178
0,1,01626,diffuse,292
0,1,01627,diffuse,146
0,1,01628,diffuse,006
0,1,01629,diffuse,222
0,1,01630,diffuse,159
0,1,01631,diffuse,254
0,2,01632,discrete,209
0,2,01633,discrete,213
0,2,01634,discrete,001
0,2,01635,discrete,299
0,2,01636,discrete,099
0,2,01637,discrete,343
0,2,01638,discrete,300
0,2,01639,discrete,154
0,2,01640,discrete,331
0,2,01641,discrete,277
0,2,01642,discrete,344
0,2,01643,discrete,122
0,2,01644,discrete,008
0,1,01645,diffuse,093
0,1,01646,diffuse,013
0,1,01647,diffuse,222
0,1,01648,diffuse,270
0,1,01649,diffuse,029
0,1,01650,diffuse,356
0,2,01651,discrete,106
0,2,01652,discrete,245
0,2,01653,discrete,316
0,2,01654,discrete,357
0,2,01655,discrete,340
0,2,01656,discrete,111
0,2,01657,discrete,165
0,2,01658,discrete,046
0,2,01659,discrete,095
0,2,01660,discrete,244
0,2,01661,discrete,022
0,1,01662,diffuse,103
0,1,01663,diffuse,082
0,1,01664,diffuse,291
0,1,01665,diffuse,248
0,1,01666,diffuse,147
0,1,01667,diffuse,318
0,1,01668,diffuse,063
0,2,01669,discrete,167
0,2,01670,discrete,171
0,2,01671,discrete,212
0,2,01672,discrete,005
0,2,01673,discrete,221
0,2,01674,discrete,068
0,2,01675,discrete,230
0,2,01676,discrete,137
0,2,01677,discrete,096
0,2,01678,discrete,321
0,2,01679,discrete,315
0,2,01680,discrete,136
0,2,01681,discrete,271
0,2,01682,discrete,056
0,2,01683,discrete,329
0,2,01684,discrete,059
0,2,01685,discrete,263
0,2,01686,discrete,251
0,2,01687,discrete,347
0,2,01688,discrete,151
0,2,01689,discrete,157
0,2,01690,discrete,022
0,2,01691,discrete,272
0,2,01692,discrete,218
0,2,01693,discrete,064
0,2,01694,discrete,117
0,2,01695,discrete,194
0,2,01696,discrete,255
0,2,01697,discrete,342
0,2,01698,discrete,282
0,2,01699,discrete,301
0,2,01700,discrete,307
0,2,01701,discrete,114
0,2,01702,discrete,096
0,1,01703,diffuse,131
0,1,01704,diffuse,004
0,1,01705,diffuse,143
0,1,01706,diffuse,281
1,4,01707,moon,099
1,4,01708,moon,078
1,4,01709,moon,156
1,4,01710,moon,005
1,4,01711,moon,314
1,4,01712,moon,157
1,4,01713,moon,263
1,4,01714,moon,084
1,4,01715,moon,175
1,4,01716,moon,260
1,4,01717,moon,256
1,4,01718,moon,316
1,4,01719,moon,179
1,4,01720,moon,040
1,4,01721,moon,007
1,4,01722,moon,039
1,4,01723,moon,153
1,4,01724,moon,338
1,4,01725,moon,039
1,4,01726,moon,033
1,4,01727,moon,150
1,4,01728,moon,234
1,4,01729,moon,132
1,4,01730,moon,241
1,4,01731,moon,083
1,4,01732,moon,250
1,4,01733,moon,050
1,4,01734,moon,074
1,4,01735,moon,146
1,4,01736,moon,043
1,4,01737,moon,214
1,4,01738,moon,289
1,4,01739,moon,074
1,4,01740,moon,211
1,4,01741,moon,271
1,4,01742,moon,158
1,4,01743,moon,282
1,4,01744,moon,031
1,4,01745,moon,265
1,4,01746,moon,213
1,4,01747,moon,121
1,4,01748,moon,105
1,3,01749,cloudy,163
1,3,01750,cloudy,332
1,3,01751,cloudy,028
1,3,01752,cloudy,104
1,3,01753,cloudy,034
1,3,01754,cloudy,330
1,3,01755,cloudy,076
1,3,01756,cloudy,342
1,3,01757,cloudy,249
1,3,01758,cloudy,075
1,3,01759,cloudy,033
1,4,01760,moon,322
1,4,01761,moon,022
1,4,01762,moon,132
1,4,01763,moon,072
1,4,01764,moon,183
1,5,01765,noaurora,143
1,5,01766,noaurora,281
1,5,01767,noaurora,041
1,5,01768,noaurora,258
1,5,01769,noaurora,187
1,5,01770,noaurora,030
1,5,01771,noaurora,358
1,5,01772,noaurora,149
1,5,01773,noaurora,032
1,5,01774,noaurora,034
1,5,01775,noaurora,310
1,5,01776,noaurora,162
1,5,01777,noaurora,018
1,5,01778,noaurora,133
1,5,01779,noaurora,230
1,5,01780,noaurora,022
1,5,01781,noaurora,321
1,5,01782,noaurora,158
1,5,01783,noaurora,258
1,5,01784,noaurora,298
1,5,01785,noaurora,327
1,5,01786,noaurora,045
1,5,01787,noaurora,201
1,5,01788,noaurora,298
1,5,01789,noaurora,343
1,5,01790,noaurora,014
1,5,01791,noaurora,290
1,5,01792,noaurora,109
0,2,01793,discrete,238
0,2,01794,discrete,358
0,2,01795,discrete,030
0,2,01796,discrete,183
0,2,01797,discrete,170
1,5,01798,noaurora,253
1,5,01799,noaurora,231
1,5,01800,noaurora,110
1,5,01801,noaurora,111
1,5,01802,noaurora,315
1,5,01803,noaurora,163
1,5,01804,noaurora,061
1,5,01805,noaurora,184
1,5,01806,noaurora,169
1,5,01807,noaurora,201
1,5,01808,noaurora,232
1,5,01809,noaurora,228
1,5,01810,noaurora,255
1,5,01811,noaurora,316
1,5,01812,noaurora,150
1,5,01813,noaurora,274
1,5,01814,noaurora,043
1,5,01815,noaurora,305
1,5,01816,noaurora,047
1,5,01817,noaurora,127
1,5,01818,noaurora,104
1,5,01819,noaurora,067
1,5,01820,noaurora,164
1,3,01821,cloudy,008
1,3,01822,cloudy,291
1,3,01823,cloudy,306
1,3,01824,cloudy,305
1,3,01825,cloudy,006
1,3,01826,cloudy,118
1,3,01827,cloudy,272
1,4,01828,moon,175
1,3,01829,cloudy,201
1,3,01830,cloudy,097
1,4,01831,moon,111
1,4,01832,moon,077
1,4,01833,moon,266
1,4,01834,moon,135
1,4,01835,moon,240
1,4,01836,moon,262
1,4,01837,moon,019
1,4,01838,moon,066
1,4,01839,moon,240
1,4,01840,moon,252
1,4,01841,moon,330
1,4,01842,moon,306
1,4,01843,moon,178
1,4,01844,moon,077
1,4,01845,moon,319
1,4,01846,moon,304
1,4,01847,moon,339
1,4,01848,moon,236
1,4,01849,moon,011
1,4,01850,moon,024
1,4,01851,moon,136
1,4,01852,moon,008
1,4,01853,moon,116
1,4,01854,moon,105
1,4,01855,moon,114
1,4,01856,moon,245
1,4,01857,moon,090
1,4,01858,moon,122
1,4,01859,moon,293
1,4,01860,moon,272
1,4,01861,moon,313
1,4,01862,moon,343
1,4,01863,moon,294
1,4,01864,moon,131
1,4,01865,moon,057
1,4,01866,moon,332
1,4,01867,moon,325
1,4,01868,moon,172
1,4,01869,moon,128
1,4,01870,moon,335
1,4,01871,moon,086
1,4,01872,moon,194
1,4,01873,moon,060
1,4,01874,moon,212
1,4,01875,moon,063
1,4,01876,moon,349
1,3,01877,cloudy,039
1,3,01878,cloudy,036
1,3,01879,cloudy,172
1,3,01880,cloudy,178
1,3,01881,cloudy,292
1,3,01882,cloudy,146
1,3,01883,cloudy,006
1,3,01884,cloudy,222
1,3,01885,cloudy,159
1,3,01886,cloudy,254
1,3,01887,cloudy,093
1,3,01888,cloudy,013
1,3,01889,cloudy,222
1,3,01890,cloudy,270
1,3,01891,cloudy,029
1,3,01892,cloudy,356
1,3,01893,cloudy,103
1,3,01894,cloudy,082
1,3,01895,cloudy,291
1,3,01896,cloudy,248
1,3,01897,cloudy,147
1,3,01898,cloudy,318
1,3,01899,cloudy,063
1,3,01900,cloudy,131
1,3,01901,cloudy,004
1,3,01902,cloudy,143
1,3,01903,cloudy,281
1,3,01904,cloudy,041
1,3,01905,cloudy,258
1,3,01906,cloudy,187
1,3,01907,cloudy,030
1,3,01908,cloudy,358
1,3,01909,cloudy,149
1,3,01910,cloudy,032
1,3,01911,cloudy,034
1,3,01912,cloudy,310
1,3,01913,cloudy,162
1,3,01914,cloudy,018
1,3,01915,cloudy,133
1,3,01916,cloudy,230
1,3,01917,cloudy,022
1,3,01918,cloudy,321
1,3,01919,cloudy,158
1,3,01920,cloudy,258
1,3,01921,cloudy,298
1,3,01922,cloudy,327
1,3,01923,cloudy,045
1,3,01924,cloudy,201
1,3,01925,cloudy,298
1,3,01926,cloudy,343
1,3,01927,cloudy,014
1,3,01928,cloudy,290
1,3,01929,cloudy,109
1,3,01930,cloudy,253
1,3,01931,cloudy,231
1,3,01932,cloudy,110
1,4,01933,moon,142
1,4,01934,moon,252
1,4,01935,moon,301
1,4,01936,moon,231
1,4,01937,moon,275
1,4,01938,moon,113
1,3,01939,cloudy,111
1,3,01940,cloudy,315
1,4,01941,moon,207
1,3,01942,cloudy,163
1,3,01943,cloudy,061
1,3,01944,cloudy,184
1,3,01945,cloudy,169
1,3,01946,cloudy,201
1,3,01947,cloudy,232
1,4,01948,moon,201
1,4,01949,moon,280
1,4,01950,moon,278
1,4,01951,moon,318
1,4,01952,moon,323
1,4,01953,moon,240
1,4,01954,moon,149
1,4,01955,moon,090
1,4,01956,moon,066
1,3,01957,cloudy,228
1,3,01958,cloudy,255
1,3,01959,cloudy,316
1,4,01960,moon,290
1,5,01961,noaurora,081
1,5,01962,noaurora,035
1,5,01963,noaurora,294
1,5,01964,noaurora,203
1,5,01965,noaurora,047
1,5,01966,noaurora,043
1,5,01967,noaurora,081
1,5,01968,noaurora,187
1,5,01969,noaurora,055
1,5,01970,noaurora,255
1,5,01971,noaurora,287
1,5,01972,noaurora,252
1,5,01973,noaurora,013
1,5,01974,noaurora,051
1,5,01975,noaurora,170
1,5,01976,noaurora,024
1,5,01977,noaurora,106
1,5,01978,noaurora,132
1,5,01979,noaurora,086
1,5,01980,noaurora,332
1,5,01981,noaurora,255
1,5,01982,noaurora,266
1,5,01983,noaurora,122
1,5,01984,noaurora,111
1,5,01985,noaurora,052
1,5,01986,noaurora,283
1,5,01987,noaurora,302
1,5,01988,noaurora,342
1,3,01989,cloudy,150
1,3,01990,cloudy,274
1,3,01991,cloudy,043
1,3,01992,cloudy,305
1,3,01993,cloudy,047
1,3,01994,cloudy,127
1,3,01995,cloudy,104
1,3,01996,cloudy,067
1,3,01997,cloudy,164
1,3,01998,cloudy,081
1,3,01999,cloudy,035
1,3,02000,cloudy,294
1,3,02001,cloudy,203
1,3,02002,cloudy,047
1,3,02003,cloudy,043
1,3,02004,cloudy,081
